"Name","Internal name","Type","Description","Group name","Form field","Options","Read only value","Read only definition","Calculated","External options","Deleted","Hubspot defined","Created user","Usages"
"Deleted","hs_is_deleted","bool","Is the flow deleted","automationplatformflow","false","[{""label"":""True"",""value"":""true"",""displayOrder"":0,""doubleData"":0.0,""hidden"":false,""description"":"""",""readOnly"":false},{""label"":""False"",""value"":""false"",""displayOrder"":1,""doubleData"":0.0,""hidden"":false,""description"":"""",""readOnly"":false}]","true","true","false","false","false","true","HubSpot","Sales view (5)"
"Used by other tools","hs_is_referenced","bool","If yes, the tools that use this workflow are shown in the workflow's ""connections"" panel.","automationplatformflow","false","[{""label"":""Yes"",""value"":""true"",""displayOrder"":0,""doubleData"":0.0,""hidden"":false,""description"":"""",""readOnly"":false},{""label"":""No"",""value"":""false"",""displayOrder"":1,""doubleData"":0.0,""hidden"":false,""description"":"""",""readOnly"":false}]","true","true","false","false","false","true","HubSpot","Sales view (2)"
"Issue Notification","hs_issue_notification_enabled","bool","","automationplatformflow","false","[{""label"":""On"",""value"":""true"",""displayOrder"":0,""hidden"":false,""readOnly"":false},{""label"":""Off"",""value"":""false"",""displayOrder"":1,""hidden"":false,""readOnly"":false}]","true","true","false","false","false","true","HubSpot","Sales view (2)"
"Last action on","hs_last_action_execution_date","datetime","The last time that any action effected any enrollee in the workflow.","automationplatformflow","false","","true","true","false","false","false","true","HubSpot","Sales view (3)"
"Last issue occurred on","hs_last_execution_error_time","datetime","Workflows can have multiple issues. This is the last occurrence of the most recent issue.","automationplatformflow","false","","true","true","false","false","false","true","HubSpot","Sales view (3)"
"Object last modified date/time","hs_lastmodifieddate","datetime","Most recent timestamp of any property update for this object. This includes HubSpot internal properties, which can be visible or hidden. This property is updated automatically.","automationplatformflow","false","","true","true","false","false","false","true","HubSpot","Sales view (2)"
"Name","hs_name","string","","automationplatformflow","false","","false","true","false","false","false","true","HubSpot","Sales view (5)"
"Record ID","hs_object_id","number","The unique ID for this record. This value is automatically set by HubSpot and may not be modified.","automationplatformflow","false","","true","true","false","false","false","true","HubSpot","Sales view (1)"
"Record Source Detail 1","hs_object_source_detail_1","string","First level of detail on how this record was created","automationplatformflow","false","","true","true","false","false","false","true","HubSpot",""
"Record Source Detail 2","hs_object_source_detail_2","string","Second level of detail on how this record was created","automationplatformflow","false","","true","true","false","false","false","true","HubSpot",""
"Record Source Detail 3","hs_object_source_detail_3","string","Third level of detail on how this record was created","automationplatformflow","false","","true","true","false","false","false","true","HubSpot",""
"Record Source","hs_object_source_label","enumeration","How this record was created","automationplatformflow","false","","true","true","false","true","false","true","HubSpot",""
"Object type","hs_object_type_id","string","The object type that can be enrolled in this workflow.","automationplatformflow","false","","true","true","false","false","false","true","HubSpot","Sales view (5)"
"Created in","hs_source_app","string","The HubSpot app where the workflow was created.","automationplatformflow","false","","true","true","false","false","false","true","HubSpot","Sales view (4)"
"Notification Recipients - Teams","hs_team_notification_recipients","enumeration","","automationplatformflow","false","","true","true","false","true","false","true","HubSpot","Sales view (2)"
"Enrolled total","hs_total_enrolled","number","Including reenrollments, the total enrollments since the creation of the workflow.","automationplatformflow","false","","true","true","false","false","false","true","HubSpot","Sales view (5)"
"Enrolled unique","hs_total_unique_contacts_enrolled","number","Excluding reenrollments, the total unique enrollments since the creation of the workflow.","automationplatformflow","false","","true","true","true","false","false","true","HubSpot","Sales view (5)"
"Notification Recipients - Users","hs_user_notification_recipients","enumeration","","automationplatformflow","false","","true","true","false","true","false","true","HubSpot","Sales view (2)"
