"Name","Internal name","Type","Description","Group name","Form field","Options","Read only value","Read only definition","Calculated","External options","Deleted","Hubspot defined","Created user","Usages"
"Received by recipient date (QuickBooks Online)","hs_received_by_recipient_date","datetime","The date the invoice was received by the recipient.","invoiceinformation","false","","false","true","false","false","false","true","HubSpot",""
"Recipient company street address","hs_recipient_company_address","string","The address of the recipient's company or organization.","invoiceinformation","false","","false","true","false","false","false","true","HubSpot",""
"Recipient company street address 2","hs_recipient_company_address2","string","Additional address of the recipient's company or organization.","invoiceinformation","false","","false","true","false","false","false","true","HubSpot",""
"Recipient company city","hs_recipient_company_city","string","The city of the recipient's company or organization.","invoiceinformation","false","","false","true","false","false","false","true","HubSpot",""
"Recipient company country","hs_recipient_company_country","string","The country of the recipient's company or organization.","invoiceinformation","false","","false","true","false","false","false","true","HubSpot",""
"Recipient company state/region","hs_recipient_company_state","string","The state or region of the recipient's company or organization.","invoiceinformation","false","","false","true","false","false","false","true","HubSpot",""
"Recipient company postal code","hs_recipient_company_zip","string","The postal or zip code of the recipient's company or organization.","invoiceinformation","false","","false","true","false","false","false","true","HubSpot",""
"External Invoice Status","hs_status","enumeration","The external status of the current invoice. This value is retrieved from a third party and may not be modified","invoiceinformation","false","[{""label"":""Waiting to be sent"",""value"":""INVOICE_WAITING_TO_BE_SENT"",""displayOrder"":0,""hidden"":false,""description"":""Invoice has been created and is waiting to be sent."",""readOnly"":false},{""label"":""Sent to customer"",""value"":""INVOICE_SENT"",""displayOrder"":1,""hidden"":false,""description"":""Invoice has been sent to customer."",""readOnly"":false},{""label"":""Partial payment made"",""value"":""INVOICE_PAYMENT_MADE"",""displayOrder"":2,""hidden"":false,""description"":""Partial payment has been made for invoice."",""readOnly"":false},{""label"":""Fully paid"",""value"":""INVOICE_FULLY_PAID"",""displayOrder"":3,""hidden"":false,""description"":""Invoice is fully paid and closed."",""readOnly"":false},{""label"":""Overdue"",""value"":""INVOICE_OVERDUE"",""displayOrder"":4,""hidden"":false,""description"":""Invoice is overdue."",""readOnly"":false},{""label"":""Voided"",""value"":""INVOICE_VOIDED"",""displayOrder"":5,""hidden"":false,""description"":""Invoice has been voided."",""readOnly"":false}]","true","true","false","false","false","true","HubSpot",""
"Subtotal","hs_subtotal","number","The sum of all line items of the invoice.","invoiceinformation","false","","true","true","false","false","false","true","HubSpot",""
"Tax ID","hs_tax_id","enumeration","The account tax ID listed on this invoice. The tax ID includes a tax ID type and a tax ID number.","invoiceinformation","false","","false","true","false","false","false","true","HubSpot",""
"Taxes total","hs_taxes_total","number","The sum of all taxes applied to the invoice.","invoiceinformation","false","","true","true","false","false","false","true","HubSpot",""
"Time zone","hs_timezone","string"," The time zone of dates on the invoice.","invoiceinformation","false","","false","true","false","false","false","true","HubSpot",""
"Title","hs_title","string","Title of the Invoice.","invoiceinformation","false","","false","true","false","false","false","true","HubSpot",""
"Owner Assigned Date","hubspot_owner_assigneddate","datetime","The most recent date an owner was assigned to this object. This is set automatically by HubSpot and can be used for segmentation and reporting.","invoiceinformation","false","","true","true","false","false","false","true","HubSpot",""
"Owner","hubspot_owner_id","enumeration","The owner of the object.","invoiceinformation","false","","false","true","false","true","false","true","HubSpot",""
"HubSpot Team","hubspot_team_id","enumeration","The primary team of the owner.","invoiceinformation","false","","true","true","false","true","false","true","HubSpot",""
