"Name","Internal name","Type","Description","Group name","Form field","Options","Read only value","Read only definition","Calculated","External options","Deleted","Hubspot defined","Created user","Usages"
"Last Modified Date","hs_lastmodifieddate","datetime","The date any property on this product was modified","productinformation","false","","true","true","false","false","false","true","HubSpot",""
"Merged record IDs","hs_merged_object_ids","enumeration","The list of record IDs that have been merged into this record. This value is automatically set by HubSpot and may not be modified.","productinformation","false","","true","true","false","true","false","true","HubSpot",""
"Record ID","hs_object_id","number","The unique ID for this record. This value is automatically set by HubSpot and may not be modified.","productinformation","false","","true","true","false","false","false","true","HubSpot",""
"Record Source Detail 1","hs_object_source_detail_1","string","First level of detail on how this record was created","productinformation","false","","true","true","false","false","false","true","HubSpot",""
"Record Source Detail 2","hs_object_source_detail_2","string","Second level of detail on how this record was created","productinformation","false","","true","true","false","false","false","true","HubSpot",""
"Record Source Detail 3","hs_object_source_detail_3","string","Third level of detail on how this record was created","productinformation","false","","true","true","false","false","false","true","HubSpot",""
"Record Source","hs_object_source_label","enumeration","How this record was created","productinformation","false","","true","true","false","true","false","true","HubSpot",""
"Product Type","hs_product_type","enumeration","The type of product. By default, categorize your product as either Inventory, Non-Inventory or Service.","productinformation","false","[{""label"":""Accounts Payable"",""value"":""Accounts Payable"",""displayOrder"":1,""hidden"":false,""readOnly"":false},{""label"":""Add-On"",""value"":""Add-On"",""displayOrder"":2,""hidden"":false,""readOnly"":false},{""label"":""Bookkeeping"",""value"":""Bookkeeping"",""displayOrder"":3,""hidden"":false,""readOnly"":false},{""label"":""CFO"",""value"":""CFO"",""displayOrder"":4,""hidden"":false,""readOnly"":false},{""label"":""Payroll"",""value"":""Payroll"",""displayOrder"":5,""hidden"":false,""readOnly"":false},{""label"":""Promotion"",""value"":""Promotion"",""displayOrder"":6,""hidden"":false,""readOnly"":false},{""label"":""Tax"",""value"":""Tax"",""displayOrder"":7,""hidden"":false,""readOnly"":false}]","false","false","false","false","false","true","HubSpot",""
"SKU","hs_sku","string","Unique product identifier","productinformation","false","","false","true","false","false","false","true","HubSpot",""
"Updated by user ID","hs_updated_by_user_id","number","The user that last updated this object. This value is automatically set by HubSpot and may not be modified.","productinformation","false","","true","true","false","false","false","true","HubSpot",""
"URL","hs_url","string","Product url.","productinformation","false","","false","true","false","false","false","true","HubSpot",""
"Owner Assigned Date","hubspot_owner_assigneddate","datetime","The most recent date an owner was assigned to this object. This is set automatically by HubSpot and can be used for segmentation and reporting.","productinformation","false","","true","true","false","false","false","true","HubSpot",""
"Owner","hubspot_owner_id","enumeration","The owner of the object.","productinformation","false","","false","true","false","true","false","true","HubSpot",""
"Name","name","string","Product name","productinformation","false","","false","true","false","false","false","true","HubSpot",""
"Product Category","product_category","enumeration","","productinformation","true","[{""label"":""Accounts"",""value"":""Accounts"",""displayOrder"":1,""hidden"":false,""readOnly"":false},{""label"":""Accounts Payable"",""value"":""Accounts Payable"",""displayOrder"":2,""hidden"":false,""readOnly"":false},{""label"":""Accounts Receivable"",""value"":""Accounts Receivable"",""displayOrder"":3,""hidden"":false,""readOnly"":false},{""label"":""Bill Pay"",""value"":""Bill Pay"",""displayOrder"":4,""hidden"":false,""readOnly"":false},{""label"":""CFO"",""value"":""CFO"",""displayOrder"":5,""hidden"":false,""readOnly"":false},{""label"":""Enterprise"",""value"":""Enterprise"",""displayOrder"":6,""hidden"":false,""readOnly"":false},{""label"":""Growth"",""value"":""Growth"",""displayOrder"":7,""hidden"":false,""readOnly"":false},{""label"":""Payroll"",""value"":""Payroll"",""displayOrder"":8,""hidden"":false,""readOnly"":false},{""label"":""Promotion"",""value"":""Promotion"",""displayOrder"":9,""hidden"":false,""readOnly"":false},{""label"":""Reimbursements"",""value"":""Reimbursements"",""displayOrder"":10,""hidden"":false,""readOnly"":false},{""label"":""Starter"",""value"":""Starter"",""displayOrder"":11,""hidden"":false,""readOnly"":false},{""label"":""Tax"",""value"":""Tax"",""displayOrder"":12,""hidden"":false,""readOnly"":false}]","false","false","false","false","false","false","Revenue Operations",""
"Tax Year","tax_year","number","","productinformation","true","","false","false","false","false","false","false","Brandon Dith-Berry",""
"Term (Months)","hs_recurring_billing_period","string","Product recurring billing duration","term","false","","false","true","false","false","false","true","HubSpot",""
